	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SH3PXD2A-AS1	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
CTD-3037G24.4	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
MTCYBP28	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
RP11-677O4.6	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
LINC01543	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
ST8SIA5	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
RPS4XP3	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
AC007792.1	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
LRRC25	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
ZNF470	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
GRAP2	0.633644466	0.026691098	3.600359184	0.007413454	0.994084973	NA
C3orf18	63.41749156	0.026706041	0.322690255	0.082760604	0.934041895	0.967082038
MAP7	7638.560799	0.026872006	0.15966838	0.168298858	0.866348172	0.92907704
SLC35A2	2883.887578	0.026940114	0.135554507	0.198740083	0.842466068	0.916133504
IL11RA	51.26513987	0.027034964	0.334290439	0.080872682	0.935543205	0.967803798
SMARCAL1	1818.668566	0.027080411	0.132019697	0.205124023	0.837475228	0.912842923
FAM109B	198.2185135	0.027164395	0.264580684	0.102669606	0.918225197	0.958226132
H6PD	2898.40823	0.027252197	0.158276191	0.17218128	0.863295015	0.927731732
ASAP3	917.3589558	0.027279014	0.155035619	0.175953202	0.860330708	0.926814267
SLC35B3	2647.148836	0.027289141	0.11754449	0.232160103	0.816413664	0.900679694
ZNF174	1169.745373	0.027489799	0.151878785	0.180998281	0.856368925	0.924534446
DYNLL1P1	11.59554837	0.027495997	0.851705538	0.032283454	0.974246004	0.987790191
IL7	10.81880963	0.027582897	0.719000591	0.038362829	0.969398397	0.985430564
RP11-84C10.4	5.991159817	0.027640655	0.957803937	0.028858364	0.976977552	0.988968447
SOAT1	3327.55311	0.027643191	0.17156749	0.161121383	0.871997799	0.933210177
KAT8	4294.347233	0.027681968	0.146848344	0.188507183	0.850479085	0.920812048
ANP32BP1	11.01003906	0.027691569	0.709542858	0.039027338	0.968868593	0.985052231
TUBGCP4	1213.812697	0.027712447	0.15073552	0.183848156	0.854132577	0.922998299
CAPN7	8124.461394	0.027831236	0.148420977	0.187515518	0.851256458	0.921158183
EEFSEC	1588.042539	0.027835098	0.205682294	0.135330548	0.892350533	0.94390184
ZNRF3	1609.068597	0.02785402	0.237004352	0.117525353	0.906443755	0.951794407
AL020997.1	0.662840285	0.02793953	3.066883579	0.009110072	0.992731315	NA
RP11-252I13.1	0.662840285	0.02793953	3.066883579	0.009110072	0.992731315	NA
AL121761.1	0.662840285	0.02793953	3.066883579	0.009110072	0.992731315	NA
AP000962.2	0.662840285	0.02793953	3.066883579	0.009110072	0.992731315	NA
CD58	2052.746827	0.027986901	0.167757615	0.166829394	0.86750429	0.929917425
LRRC1	3680.223357	0.028226831	0.122374903	0.230658655	0.817579996	0.901151602
RP11-350J20.5	70.83545234	0.028233181	0.302155791	0.093439152	0.925554688	0.962408852
RP11-63A1.1	3.667978273	0.028260894	1.325765951	0.021316654	0.982993059	0.991608283
ZNF670	603.6944638	0.028264941	0.152530285	0.185307075	0.852988189	0.922377273
NFE2L3	1391.500781	0.02836072	0.129073737	0.21972495	0.826085372	0.906525207
ARAF	5817.213296	0.028384557	0.135616933	0.209299505	0.834214438	0.911075086
RP11-274B21.4	138.4486143	0.028430242	0.257168473	0.11055104	0.911972374	0.95505789
RP11-530C5.4	9.087618066	0.028582039	0.884136225	0.032327641	0.974210766	0.987790191
RP11-114F3.4	7.262666781	0.02859398	0.821691176	0.034798938	0.972240067	0.986874131
RP11-348N5.9	3.318176841	0.028601238	1.541468253	0.018554542	0.985196467	0.993046384
PTP4A2	14908.73183	0.028691128	0.119686753	0.239718492	0.810548499	0.897208427
LINC00824	5.371844585	0.028817448	0.983312767	0.029306492	0.976620149	0.988835026
AC006978.6	506.9887105	0.028846036	0.152715494	0.188887424	0.85018105	0.920776712
NKG7	17.29912402	0.028965132	0.679813198	0.042607487	0.966014427	0.983699826
CHCHD10	304.3550582	0.029003466	0.295096906	0.098284549	0.921706347	0.960216212
ZNF286B	296.1312504	0.029057733	0.181679741	0.159939315	0.872928879	0.933548406
CALR4P	97.79464035	0.029207456	0.334431914	0.087334536	0.930405603	0.965018736
LINC01535	16.10929188	0.029225831	0.664108802	0.044007594	0.96489835	0.983110579
DNAH2	17.52744953	0.029248166	0.531012693	0.055079975	0.956074749	0.977569525
CH507-9B2.1	248.4517691	0.029281078	0.254072136	0.115247106	0.908249262	0.952832706
SAMD14	12.47743683	0.029355977	0.765436419	0.038351946	0.969407074	0.985430564
CCDC93	3289.996545	0.029563597	0.168947287	0.174987105	0.861089766	0.926849259
RIC8A	5621.648349	0.02960399	0.133226246	0.222208391	0.824151663	0.905180322
CTBP1-AS2	1936.919841	0.029635596	0.126506353	0.23426172	0.814781802	0.899772228
TRIM9	33.08685886	0.029689297	0.512130916	0.057972085	0.953770864	0.976611822
MEMO1P1	38.40279385	0.029806303	0.40521099	0.073557488	0.941362499	0.970123468
RP11-277P12.20	3.256621293	0.02998328	1.261068079	0.0237761	0.981031204	0.990924871
YWHAH	9798.98059	0.029987273	0.131692331	0.227707056	0.819873987	0.902522874
TMEM167B	6216.114238	0.030029162	0.133657308	0.224672803	0.822233824	0.904177978
MAP3K7	7385.157598	0.030048571	0.162411221	0.185015363	0.853216986	0.922501456
C17orf80	2189.674375	0.030052584	0.146424907	0.205242293	0.837382828	0.912842923
GGACT	185.9339625	0.030080828	0.208079929	0.144563813	0.88505527	0.940524414
GNPDA2	796.2043274	0.030145858	0.172413748	0.174846023	0.861200624	0.926849259
PSEN2	1277.1805	0.030149423	0.150326187	0.200560016	0.841042625	0.915334263
PPP2R5B	911.4020074	0.030159923	0.190103037	0.158650398	0.87394432	0.934259491
NOL7	6528.845881	0.030217278	0.21946108	0.13768855	0.890486569	0.943230193
ABHD15	2307.247078	0.030252867	0.138002435	0.219219809	0.826478825	0.90670876
MAP1B	320.509858	0.030509909	0.215972232	0.141267738	0.887658435	0.941856287
NPM1P37	1.692163639	0.03065012	1.958088741	0.01565308	0.987511159	NA
EIF3J	8624.775777	0.030684804	0.107624546	0.28510972	0.775560083	0.875330084
ZSCAN21	279.9932676	0.030695709	0.178630307	0.171839311	0.863563859	0.927797702
TBC1D26	17.19998411	0.03071227	0.593438863	0.051753049	0.958725467	0.979413902
TPTE	6.896407293	0.030812714	0.941192697	0.032737944	0.973883565	0.987672016
NBPF15	6429.078823	0.030833215	0.142000386	0.217134726	0.828103352	0.907489643
SPANXA2-OT1	13.55035724	0.030908288	0.613931426	0.050344854	0.959847581	0.980024315
AATF	5075.099814	0.030913669	0.161397109	0.191537937	0.848104161	0.919675731
RP11-82H13.2	2.306154594	0.031054673	1.432665213	0.021676155	0.982706285	0.991566115
RP11-297A16.4	19.75651194	0.031078149	0.532531861	0.05835923	0.953462489	0.976378395
C16orf58	2716.462815	0.031087529	0.130652053	0.237941373	0.811926566	0.897934919
SCAMP4	4735.382709	0.031236846	0.123623506	0.252677236	0.80051764	0.891173314
DSCR3	3920.565425	0.031287596	0.123266132	0.25382151	0.799633455	0.890541013
PAGE5	1.927968851	0.031310222	1.879304461	0.016660538	0.986707429	NA
C2CD2L	2402.091417	0.031433853	0.116891403	0.268915008	0.787995087	0.883121767
RP11-155G14.6	1.943646943	0.031510559	1.651524358	0.019079682	0.98477754	NA
GINS3	1428.434741	0.031673857	0.130164586	0.243336976	0.807744363	0.895576584
FAM83B	5287.520898	0.031701333	0.565962904	0.056013093	0.955331377	0.977220867
CCDC43	2819.45563	0.031732993	0.143308569	0.221431229	0.824756679	0.905599091
HERC4	5437.297584	0.031907122	0.152605926	0.209081801	0.834384381	0.911075086
BCAR1	5804.104376	0.031944536	0.125950341	0.253628024	0.799782944	0.890541013
CD276	9327.965437	0.032065389	0.110158075	0.291085229	0.770986137	0.872447899
RAB3IP	2886.233718	0.03207838	0.124259312	0.25815675	0.796285935	0.888737203
SLC36A1	1871.399696	0.03217478	0.186802015	0.172240003	0.86324885	0.927731732
JSRP1	20.53646178	0.032274201	0.510003936	0.063282258	0.949541744	0.97404734
EFTUD1	4277.994344	0.032370475	0.1320439	0.245149343	0.806340798	0.894767286
BCAT2	3207.180524	0.03246489	0.177708119	0.182686589	0.855043939	0.92365435
LDHB	198.6161397	0.032608425	0.311766835	0.104592347	0.916699288	0.95767019
UNC79	38.0111573	0.032627578	0.404713379	0.080618976	0.935744975	0.967907596
METTL6	2216.651337	0.032629938	0.120507596	0.270770797	0.786567322	0.882243723
AAMP	12035.60359	0.032684897	0.165437907	0.197565946	0.843384681	0.916727403
AC010761.8	308.9719773	0.032820981	0.174480973	0.188106363	0.850793273	0.920860869
C9orf139	78.20205438	0.032849245	0.331002862	0.099241575	0.920946466	0.959854659
CDK11B	4538.812061	0.032858849	0.112534851	0.291988206	0.770295642	0.872194587
PAIP1	11311.28475	0.032926118	0.122154082	0.269545781	0.787509717	0.882822239
EPS15	9305.781472	0.03299617	0.141422945	0.233315538	0.815516394	0.9003529
ZNF233	230.9032909	0.033013948	0.21386965	0.154364813	0.877322096	0.93616991
MFSD8	1734.021701	0.033074666	0.133812146	0.247172376	0.804774823	0.893888052
TIGD7	203.3242179	0.033214236	0.245547402	0.135266087	0.892401497	0.94390184
PLXND1	13037.46419	0.033317544	0.107843896	0.308942321	0.757365403	0.864066152
FAM161B	708.0415899	0.033320717	0.141702137	0.235146185	0.814095273	0.899341239
YY2	179.7143902	0.033384507	0.355862696	0.093812888	0.925257794	0.962249268
NOP58	11650.59096	0.033691166	0.137832215	0.244436074	0.806893106	0.895171804
RP11-1152H14.1	3.806673027	0.033720142	1.969685466	0.017119557	0.986341237	0.993493112
PCK2	4836.31397	0.033763697	0.167295942	0.201820179	0.840057305	0.914789334
VPS37C	4298.184385	0.033834936	0.147113897	0.229991436	0.818098424	0.901467257
SEMA6C	288.665972	0.033900609	0.184192085	0.184050302	0.853973993	0.922912536
RN7SL689P	28.08587429	0.033907003	0.489444203	0.069276544	0.944769496	0.971743075
TOMM22	4459.310023	0.03391658	0.179749073	0.188688483	0.850336979	0.920812048
LYPLA2	3374.96056	0.033942619	0.138278141	0.245466264	0.806095427	0.894654672
GALNT18	252.3305788	0.034082544	0.234495964	0.145343841	0.884439402	0.940298292
CFAP36	2909.004236	0.034101443	0.156866623	0.217391328	0.827903389	0.907454154
ASCC2	4423.518408	0.034113545	0.159737909	0.21355948	0.830890601	0.909496963
DNHD1	141.6241452	0.034252161	0.283757973	0.12070907	0.903921475	0.950577506
OVOL3	8.917045262	0.034255791	0.74729	0.045840023	0.963437759	0.982288994
CLPP	1679.78688	0.034322594	0.182932621	0.187624241	0.851171222	0.921109719
TOR1AIP2	7167.564712	0.034357082	0.116905966	0.293886472	0.768844655	0.871265859
RBP3	6.24067522	0.034383032	1.128909662	0.030456849	0.975702707	0.988566666
RTN4	19900.26838	0.034390262	0.112025602	0.306985734	0.758854231	0.864977571
NFIL3	2081.470343	0.034454969	0.123609405	0.278740678	0.780443842	0.878439895
FAM160B1	3225.551912	0.034546873	0.227054439	0.15215238	0.879066752	0.937058997
BBS1	59.28184007	0.03456877	0.359025994	0.096284866	0.92329433	0.961169622
ADAM8	414.5673817	0.034709827	0.165985015	0.20911422	0.834359074	0.911075086
TSFM	2648.609421	0.034770344	0.208919136	0.166429675	0.867818822	0.930172474
ICE2	3090.723276	0.03485804	0.163429844	0.213290541	0.831100351	0.909530339
SSPN	165.0284165	0.034886518	0.217885298	0.160114144	0.872791159	0.933501438
NARF	3975.029581	0.03491739	0.180327008	0.193633725	0.846462689	0.918634055
RP1-60O19.1	13.25260017	0.035129078	0.631687503	0.055611481	0.955651318	0.977342313
XXyac-YX65C7_A.2	34.61741396	0.035215404	0.428297278	0.082221873	0.93447028	0.967371919
AC004076.5	19.80997547	0.035222001	0.576983774	0.061045047	0.951323334	0.975215841
RNF103-CHMP3	5.974082291	0.0353155	0.893844148	0.039509684	0.968484033	0.98490864
TERF1P5	3.407144698	0.035325584	1.28956561	0.027393398	0.978145964	0.989513595
MRPL9	6429.606879	0.035347012	0.160057903	0.220838904	0.82521787	0.905859754
ATP1A1-AS1	210.6349792	0.035360361	0.217313909	0.162715589	0.870742372	0.932359651
PPP3CB-AS1	316.7721938	0.035511852	0.188498018	0.188393769	0.850567984	0.920860869
ALG1L12P	11.02343166	0.035538853	0.805102422	0.044142027	0.964791193	0.983110579
RP11-98G7.1	9.019530846	0.035551038	0.76594905	0.046414365	0.962979988	0.982218159
UBASH3B	93.40888727	0.0356247	0.324410464	0.10981366	0.912557157	0.955350478
ZMAT3	4103.117428	0.035682998	0.221671223	0.160972621	0.872114965	0.933216823
CAND2	28.4218199	0.035742864	0.537376631	0.066513619	0.946968916	0.972846323
RP11-482D24.3	3.292956441	0.035796118	1.179130181	0.030358071	0.975781484	0.988566666
PAFAH1B2	7741.769159	0.03580011	0.117938474	0.303549034	0.761471486	0.866430683
C9orf91	2915.263876	0.035830109	0.116380974	0.307869133	0.758181914	0.864555032
SEPN1	3099.462467	0.035838417	0.120658199	0.297024302	0.766447956	0.869526559
PRDM6	790.9715003	0.035839304	0.14491205	0.247317628	0.804662417	0.893888052
RP11-147L13.11	5471.287139	0.035870278	0.154816081	0.231696071	0.816774083	0.900819509
CCDC51	1169.14771	0.035889051	0.177918825	0.201715875	0.840138852	0.914796097
FTH1P12	3.283414133	0.035906429	1.252699363	0.028663245	0.977133171	0.988968447
TDP2	5353.74502	0.035928766	0.116914626	0.307307707	0.75860917	0.864773824
MRPS14	3289.168583	0.036001939	0.184140508	0.195513415	0.844991037	0.917677495
ALKBH1	1918.139872	0.036076432	0.114407627	0.315332405	0.752509284	0.861751618
LINC00659	87.40582093	0.036161127	0.407132827	0.088818992	0.929225764	0.964409269
BAG4	2067.504165	0.036182559	0.133645154	0.270736035	0.78659406	0.882243723
RP11-61N20.3	10.17866997	0.036184666	0.847976698	0.042671769	0.965963184	0.983699826
CYP21A1P	6.40543852	0.036186146	1.187001627	0.030485338	0.975679986	0.988566666
PUS1	3124.601572	0.036248101	0.182201133	0.198945532	0.842305352	0.916046204
NEK11	639.2207672	0.036317183	0.145531438	0.24954871	0.802936367	0.892657936
RHOT2	6890.215187	0.036352942	0.126528552	0.28731019	0.773874821	0.874479988
RHBDD3	1170.365711	0.036402586	0.142221965	0.255956149	0.797984697	0.889244931
ATP5LP2	0.682493795	0.036411869	2.694207234	0.013514873	0.98921702	NA
AC008088.4	0.682493795	0.036411869	2.694207234	0.013514873	0.98921702	NA
RBMS2P1	3.930576325	0.036424086	1.10648018	0.032918878	0.973739278	0.987606269
SLC25A53	357.5265563	0.036571214	0.216176535	0.169172913	0.865660635	0.928989957
BCL2L12	2258.694948	0.036601708	0.203032849	0.180274807	0.856936833	0.924849771
LLGL2	29696.68268	0.036685732	0.11368823	0.322687162	0.746932176	0.858454158
STK4-AS1	59.68139901	0.036754225	0.353121059	0.104083923	0.917102749	0.957701757
DAAM1	9489.497795	0.036811218	0.212191667	0.173480979	0.862273378	0.927339087
MSTO2P	326.8259363	0.036981073	0.192306235	0.192303035	0.847504841	0.91931317
RP11-372B4.3	32.58407514	0.037036183	0.491671647	0.075327068	0.939954486	0.969631054
KIAA0319L	4951.535158	0.037139188	0.156327851	0.237572436	0.812212732	0.898119492
C4orf33	591.590678	0.03718392	0.155104359	0.239734851	0.810535816	0.897208427
PARP11	972.6751908	0.037232799	0.151284934	0.246110423	0.805596754	0.894428215
LUC7L	6272.018628	0.037236283	0.135219354	0.275376874	0.78302671	0.88012398
RP11-4L24.4	366.7464328	0.037245572	0.23685877	0.157248016	0.875049387	0.934869322
PPP2R1A	23505.56014	0.037315375	0.159649742	0.23373276	0.815192453	0.900104272
COPG2	5856.33705	0.037346089	0.119820369	0.311683977	0.755280707	0.863004796
EML3	3278.268422	0.037348674	0.125694994	0.297137324	0.76636167	0.869523368
MT1F	144.9548022	0.037357317	0.291438215	0.128182631	0.898004445	0.94685032
AC000123.4	33.34956397	0.037360596	0.404967188	0.092255859	0.926494758	0.963035221
TGIF2	4416.117798	0.037391238	0.11538961	0.324043367	0.745905202	0.857517337
SPCS2	9581.576414	0.037400294	0.104380216	0.358308264	0.720112634	0.84137223
RNASEK	120.3235137	0.037403144	0.267196162	0.139983836	0.888672761	0.942120876
CTC-260F20.3	50.66267288	0.03745664	0.357910606	0.104653618	0.916650667	0.95767019
ANKRD18A	1564.180264	0.037547026	0.151734882	0.247451509	0.804558815	0.893888052
GABRD	128.5490322	0.037766003	0.270349923	0.139693042	0.888902524	0.942208742
HFE	289.2573489	0.037777794	0.216073706	0.174837533	0.861207295	0.926849259
NUB1	3672.738016	0.037972457	0.127006052	0.298981476	0.76495418	0.868609631
SPP1	33.85293948	0.038006525	0.523244365	0.072636282	0.942095554	0.970335457
SCFD1	7017.425346	0.038012271	0.116020819	0.327633187	0.743189026	0.8559344
EEPD1	194.7144103	0.038076274	0.225303235	0.16900012	0.865796547	0.928993103
SLC30A3	240.5118898	0.038185014	0.253039864	0.150905132	0.880050552	0.937654984
UHRF2	3870.78241	0.038235007	0.146135448	0.261640877	0.793598326	0.886864023
GCSHP5	8.137268429	0.038279772	0.825350312	0.04638003	0.963007353	0.982218159
UFSP1	119.5638339	0.038413131	0.252455616	0.152157956	0.879062354	0.937058997
ELP3	4846.284119	0.038418424	0.118764457	0.323484189	0.74632858	0.857841635
ZNF569	385.8138722	0.038480423	0.190658234	0.201829327	0.840050153	0.914789334
TMEM133	103.7623838	0.038481224	0.300420996	0.128090994	0.898076963	0.94685032
CHFR	5242.241032	0.038687079	0.111463853	0.347081835	0.72852984	0.846239327
ANAPC5	16650.6678	0.038978765	0.13362827	0.291695496	0.770519453	0.872271264
RP11-446E9.1	171.588482	0.039021272	0.240229315	0.162433431	0.870964547	0.932515319
GBA	4417.138062	0.039142925	0.128649262	0.304260782	0.760929221	0.866138314
TCEA1	12746.93919	0.039171108	0.192780047	0.203190677	0.838986	0.914155592
SERTAD4	1655.683043	0.039208333	0.218182984	0.1797039	0.857385032	0.924990133
GEMIN6	1830.619724	0.039309112	0.198055962	0.198474772	0.842673621	0.916241563
TOMM5	96.2311575	0.039355152	0.278089722	0.14151962	0.887459461	0.941747814
VAMP3	7830.95943	0.039374316	0.123171085	0.319671749	0.749217178	0.859859571
CKMT1B	886.3575125	0.039428188	0.202285854	0.194913223	0.845460883	0.917956959
TAF1A-AS1	156.6878137	0.039456991	0.235782981	0.167344526	0.867098972	0.929648225
RP11-96D1.10	10.53871913	0.03948104	0.785578364	0.05025729	0.959917358	0.980054356
RAB29	4807.338065	0.039493923	0.126536792	0.312114151	0.754953772	0.862952375
RP11-456J20.1	2.064974529	0.039723798	1.872915833	0.021209601	0.983078455	NA
EXT1	2391.033024	0.039737617	0.123282143	0.322330675	0.747202197	0.858682028
CKMT2-AS1	496.877524	0.039740411	0.168558256	0.235766625	0.813613768	0.899125258
TBC1D16	5152.888465	0.039767309	0.115459208	0.344427348	0.730524925	0.847538734
LGMN	3356.37904	0.039856336	0.124998944	0.318853384	0.749837695	0.860340712
PRR13P5	418.0551719	0.039885931	0.169200297	0.235732038	0.813640608	0.899125258
AC010890.1	122.1037085	0.03989533	0.25215854	0.158215265	0.874287175	0.934466083
TMEM57	3775.475324	0.039962412	0.126213993	0.316624255	0.751528729	0.861363811
TYMS	4049.114646	0.03999923	0.160092253	0.249851126	0.802702481	0.892479625
MRPL51	9024.512426	0.040001506	0.249249718	0.160487669	0.872496934	0.933374176
RPAP2	1180.30491	0.040004437	0.196875307	0.203196825	0.838981195	0.914155592
MIR219A1	2.000447109	0.040100675	1.843785731	0.021749097	0.982648099	NA
PIK3CD	153.8488095	0.040263196	0.259182645	0.155346806	0.876547918	0.936042819
AL353644.8	733.9659097	0.040302778	0.174925655	0.230399466	0.817781376	0.901200549
CTD-2213F21.2	40.73281996	0.04041632	0.420948707	0.096012457	0.923510679	0.961353637
FCHO1	1391.480823	0.040466082	0.147579883	0.27419782	0.783932603	0.880672503
